Id,Lang,Code,Definition,CreateDate,IsDeleted,UpdateDate,GUID,CreateUserId,UpdateUserId,Definition_Translated_fil
2617,en,flight_home_description,Compare prices and book the best flight deals. 24/7 customer support throughout your journey. Compare and fly with ease: martiGO.,2019-08-15 12:39:26.433,0,2024-05-22 11:04:39.453,7914e128-034f-4e6f-9148-e311688d2d39,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Ikumpara ang mga presyo at mag-book ng pinakamahusay na mga alok sa flight. 24/7 na serbisyo sa customer sa buong paglalakbay. Ikumpara at lumipad nang madali: martiGO.
2618,en,page_faq_title,FAQ,2019-08-15 12:41:04.933,0,,cf5db804-21e8-4bd1-bf4b-a938b15cec80,-1,-1,Mga Madalas na Tanong
2783,en,TRY,₺,2019-08-18 20:40:03.140,0,,bb43cf21-b2fc-4366-af58-1af4dd322007,-1,-1,₺
2794,en,SaleNotFound,"Oops, no bookings found, please enter your martiGO-number.",2019-08-29 11:40:29.297,0,2021-02-02 09:20:56.250,17c930cf-a669-4dc9-a2a4-3b8e41d1e427,-1,935a8f01-b666-4a24-83cb-2df1a0d9f049,"Paumanhin, wala kaming nahanap na booking. Pakilagay ang iyong martiGO-number."
2812,en,ThisSalesConclude,"Your ticket has already been issued, your second attempt is cancelled.",2019-08-29 12:04:53.580,0,2020-03-13 23:37:27.840,ddd4d4a2-3c98-4705-910b-2ebeff86e7b2,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Na-isyu na ang iyong tiket; ang iyong pangalawang pagtatangka ay nakansela.
2813,en,PaymentNotFound,"Your payment was unsuccessful, your booking was not completed, our servicecenter will contact you soon.",2019-08-29 12:05:23.627,0,2020-03-20 13:11:25.540,48559e3e-dd03-4200-aa57-7cd9452e55c8,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Hindi matagumpay ang iyong pagbabayad at hindi nakumpleto ang iyong reserbasyon. Makikipag-ugnayan sa iyo ang aming sentro ng serbisyo sa lalong madaling panahon.
2814,en,PENDING,"Awaiting confirmation of your payment, your ticket will be sent to us when we receive this payment. Our  service center will contact you soon. ",2019-08-29 12:07:45.690,0,2020-03-20 13:09:04.607,72a5fef8-25ca-433f-b240-2eb36c681fe3,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,"Habang hinihintay ang pagkumpirma ng iyong bayad, ipapadala sa amin ang iyong tiket kapag natanggap na namin ang bayad. Makikipag-ugnayan sa iyo ang aming sentro ng serbisyo sa lalong madaling panahon."
2815,en,TicketPriceChanged,We have received your payment. The booking confirmation will follow within an hour by mail to you. Thank you very much. ,2019-08-29 12:08:42.223,0,2023-01-18 14:44:40.233,d613c0a8-9699-460c-a234-53978e167062,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Natanggap na namin ang iyong bayad. Ang kumpirmasyon ng booking ay ipapadala sa iyo sa pamamagitan ng email sa loob ng isang oras. Maraming salamat.
2816,en,NotAblePNR,There was an error creating your ticket. Our call center will contact you shortly.,2019-08-29 12:09:05.987,0,2023-01-24 16:05:42.937,f0ac8f2f-683e-45a4-a554-11f4db21aa8a,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Nagkaroon ng error sa paglikha ng iyong tiket. Makikipag-ugnayan sa iyo agad ang aming call center.
2817,en,AirlineDidNotGivePNR,We have received your payment. The booking confirmation will follow within an hour by mail to you. Thank you very much. ,2019-08-29 12:10:01.910,0,2023-01-18 16:08:04.237,b3231e7d-db5a-47be-8a91-283f15108b2b,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Natanggap na po namin ang iyong bayad. Ang kumpirmasyon ng reserbasyon ay ipapadala sa iyo sa loob ng isang oras sa pamamagitan ng email. Maraming salamat.
2818,en,DuplicateBooking,"Your ticket has already been issued, your second attempt has been cancelled.",2019-08-29 12:10:29.270,0,2020-03-13 23:41:29.670,e6d98434-1cfd-4feb-89f6-bb3944974a70,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Nai-isyu na ang iyong tiket; kinansela ang iyong pangalawang pagtatangka.
2819,en,Failed,"We have received your payment. The booking confirmation will follow within an hour by mail to you. Thank you very much. 
",2019-08-29 12:11:17.847,0,2023-01-18 16:17:33.467,25559f77-ffc1-48c4-93c3-339c7ae21de8,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Natanggap na namin ang iyong bayad. Ang kumpirmasyon ng booking ay ipapadala sa iyo sa loob ng isang oras sa pamamagitan ng email. Maraming salamat.
2820,en,BookingPending,"We have received your payment. The booking confirmation will follow within an hour by mail to you. Thank you very much. 
",2019-08-29 12:12:21.583,0,2023-01-18 16:21:03.763,7649f1c3-4635-49ff-aa25-25c2305f50e8,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Natanggap na namin ang iyong bayad. Ang kumpirmasyon ng booking ay ipapadala sa iyo sa pamamagitan ng email sa loob ng isang oras. Maraming salamat.
2821,en,TicketEntegrationError,"We have received your payment. The booking confirmation will follow within an hour by mail to you. Thank you very much. 
",2019-08-29 12:12:44.567,0,2023-01-18 16:43:25.897,90a1668f-1925-401b-83e7-8c9447843f99,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Natanggap na namin ang iyong bayad. Ang kumpirmasyon ng booking ay ipapadala sa iyong email sa loob ng isang oras. Maraming salamat.
2822,en,SaleFlightNotFound,"Oops, no bookings found, please enter your mGO number!",2019-08-29 12:13:16.927,0,2021-02-02 09:16:12.030,c5764d33-8892-4358-9cfc-45db7ddce4cf,-1,935a8f01-b666-4a24-83cb-2df1a0d9f049,Naku — walang natagpuang booking. Pakipasok ang iyong mGO number!
2896,en,dep_arr_baggage,Add Luggage,2019-09-25 11:45:45.127,0,2024-05-22 11:29:20.940,7e69aa30-c67f-41ab-a21c-278e30d66d1d,-1,5c65c7fa-cc58-4cae-a754-58a091feab8e,Magdagdag ng Bagahe
2897,en,passenger_all_baggage_notice,Applies to all passengers.,2019-09-25 11:46:30.923,0,,4c64ae17-45b0-428c-a8ed-5f2b373f2786,-1,-1,Naaangkop sa lahat ng pasahero.
2898,en,ticket_pnr_title,PNR,2019-09-25 12:02:04.613,0,2024-05-22 11:29:21.020,19f0dde3-fdef-4765-bf81-a35f7c85b847,-1,4c77e706-e87c-4fdc-8ed2-d333ce23dff7,PNR (Rekord ng Pangalan ng Pasahero)
2906,en,support_phone_number,+43 1 90 94 500,2019-10-11 09:44:58.770,0,2020-02-18 17:12:58.567,5e80c2d4-59ee-4222-a880-e3199e651c0d,-1,14559dca-02b0-4708-8849-78ec823fbcc6,+43 1 90 94 500
2940,en,footer_cookie_notification,"By using our site, you acknowledge that you have read and understand our <a href=""https://www.martigo.com/en/cms/passenger-service/privacypolicy"" target=""_blank"">Cookie Policy, Privacy Policy and Terms of Service.</a>",2019-12-04 14:42:06.797,0,2024-05-22 11:29:20.953,8d0850a3-3877-4726-8fde-5da4d1a34866,-1,14559dca-02b0-4708-8849-78ec823fbcc6,"Sa paggamit ng aming site, tinatanggap ninyo na nabasa at nauunawaan ninyo ang aming <a href=""https://www.martigo.com/en/cms/passenger-service/privacypolicy"" target=""_blank"">Patakaran sa Cookie, Patakaran sa Privacy at Mga Tuntunin ng Serbisyo.</a>"
2947,en,payment_first_pending_title,Checking,2019-12-04 14:59:32.573,0,,cb27b337-0cca-49a3-a8a2-c8d14179c55b,-1,-1,Sinusuri
3078,en,one_transfer_label,1 stop,2019-12-06 10:22:50.947,0,2024-05-22 11:29:20.973,7ee8359f-2e98-4ae6-add9-d01b7b9ecf87,-1,-1,1 hintuan
3079,en,max_transfer_label,2+ Stop,2019-12-06 10:25:46.280,0,2024-05-22 11:29:20.963,25bcfa1f-98e9-45ca-a0b9-37693ddafc6f,-1,-1,2+ Hinto
3080,en,extra_payment_product,Product,2019-12-06 10:32:16.033,0,,8b0e4df3-911e-45d6-9bde-0f018bf64f86,-1,-1,Produkto
3081,en,extra_payment_description,Explanation,2019-12-06 10:32:59.763,0,,212ded46-80c8-46f8-9e96-05aa822aa467,-1,-1,Paliwanag
3082,en,remember_password_recovery_label,We have sent an email to your email address to reset your password.,2019-12-06 10:33:54.160,0,,01c3e20f-6d24-4810-ba93-2a7e482cd12c,-1,-1,Nagpadala kami ng email sa iyong address upang i-reset ang iyong password.
3083,en,extra_payment_ name,Name,2019-12-06 10:34:21.970,0,,10977e7d-46b2-43dd-8141-bd1be1e1d885,-1,-1,Pangalan
3084,en,hour_label_small,hr,2019-12-06 10:34:53.943,0,2024-05-22 11:29:20.960,21bf6973-9944-47c0-8415-499ccb24d8c2,-1,-1,oras
3085,en,minute_label_small,min,2019-12-06 10:35:13.173,0,2024-05-22 11:29:20.963,0b0f02af-171c-4d8e-99bc-4f93113f5ae7,-1,-1,min
3086,en,loading_text_2_label,free of charge 24/7 servicecenter,2019-12-06 10:35:35.277,0,2020-03-17 09:51:36.840,1dca32d1-2cfb-415d-9adb-b8eec95d0923,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Libreng 24/7 na sentro ng serbisyo
3087,en,loading_text_3_label,cheap flights at a glance,2019-12-06 10:36:02.333,0,2020-03-17 09:52:26.440,db7111d8-63c2-4f2a-bb3f-8d9f88503c1b,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mga murang flight sa isang sulyap
3088,en,contact_label,Contact us,2019-12-06 10:36:27.410,0,2020-07-01 17:14:24.397,b3cdaeb8-766e-4468-b5ca-319a0796fd3a,-1,935a8f01-b666-4a24-83cb-2df1a0d9f049,Makipag-ugnayan sa amin
3089,en,loading_text_1_label,over 40 years of experience,2019-12-06 10:37:57.463,0,2020-03-17 09:50:58.493,c5db41af-b7b8-4a86-aefa-10335cbe4b3d,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Mahigit 40 taon ng karanasan
3090,en,next_page_button_label,Continue,2019-12-06 10:38:43.953,0,2024-05-22 11:29:20.973,4674249e-09c3-4123-935e-5df7f9f0aa40,-1,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,Magpatuloy
3091,en,extra_baggage_add_label,Add Extra Luggage,2019-12-06 10:39:06.830,0,2024-05-22 11:29:20.947,fbcef766-5010-41fe-8b1d-925507766181,-1,-1,Magdagdag ng Karagdagang Bagahe
3092,en,price_change_info,Information about the change,2019-12-06 11:18:22.233,0,,31af3662-82a7-497c-88b5-4b689c6145dc,-1,-1,Impormasyon tungkol sa pagbabago
3093,en,all_cabin_type_label,All cabin types,2019-12-06 11:20:27.007,0,,ef7e5ef3-efda-486a-b889-f47e737ee761,-1,-1,Lahat ng klase ng cabin
3094,en,cheapest_flights_description,"We, as martiGO, instantly scan flights from over 540 airlines. and display the cheapest and best results for you. We show you a ticket price comparison so you can freely choose the flight that suits you the best, and take advantage of our secure payment facilities. We will also regularly inform you via our newsletter about new airfare campaigns so that you do not miss the best and cheapest opportunities.",2019-12-06 11:23:35.577,0,2024-05-22 11:29:20.930,c0cfaa8e-9fe5-454e-aa92-c26b09b0f334,-1,16ac3327-cf2e-4728-9cab-f0504fd290c0,"Bilang martiGO, agad naming sinusuri ang mga flight mula sa mahigit 540 airline at ipinapakita ang pinakamurang at pinakamahusay na mga resulta para sa iyo. Ipinapakita namin ang paghahambing ng presyo ng tiket upang malayang mapili mo ang flight na pinakaangkop sa iyo at magamit ang aming ligtas na mga paraan ng pagbabayad. Regular din naming ipapaalam sa iyo, sa pamamagitan ng aming newsletter, ang mga bagong kampanya sa pamasahe upang hindi mo mapalampas ang pinakamahusay at pinakamurang mga pagkakataon."
3095,en,redirect_online_checkin_title,You are redirected to Check in page Please wait ...,2019-12-06 11:24:10.917,0,,0cd6298f-12cd-4069-925d-a8b9535a63e0,-1,-1,Nireredirekta ka sa pahina ng Check-in. Mangyaring maghintay...
3096,en,landing_page_h1_title,Cheap Flights,2019-12-06 11:25:07.447,0,,57183a37-856b-4070-8577-181c47887a68,-1,-1,Murang Mga Flight
3097,en,cheapest_flights_title,How do I find the cheapest flights?,2019-12-06 11:27:21.097,0,2024-05-22 11:29:20.930,03d53fda-7b89-4158-a301-ffc6d17d163b,-1,126cbfd3-935f-4118-bd4e-19d941ba4c0a,Paano ko mahahanap ang pinakamurang flight?
3098,en,passenger_address_detail_text,Sign in to book faster,2019-12-06 11:47:35.260,0,2024-05-22 11:29:20.977,22e4997f-3f8c-4ba3-a51b-ec57d319fb51,-1,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,Mag-sign in para makapag-book nang mas mabilis.
3099,en,price_alarm_label,Set price alert,2019-12-06 11:49:50.277,0,2020-03-04 17:26:15.887,41c2a738-d268-4f0f-b592-6872b6237ecc,-1,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,Itakda ang alerto sa presyo
3100,en,flight_time_popup_timeout,These results are outdated. Update to view the most recent flights and prices.,2024-08-02 15:18:38.650,0,2024-08-02 15:18:38.650,DBC91482-B15B-4BC1-AD89-BFCB363A7BD8,1,yy,Hindi na napapanahon ang mga resulta na ito. I-update upang makita ang pinakabagong mga flight at presyo.
3101,en,flight_time_popup_description,Search for special offers,2019-12-06 11:51:04.190,0,2024-05-22 12:00:29.900,d997ba4e-de83-41de-a139-b1e59a626f15,-1,-1,Maghanap ng mga espesyal na alok
3102,en,flight_time_popup_other_search,Search flights on other dates,2019-12-06 11:51:37.617,0,,22366975-e6ff-47a4-989f-86094cfb6a42,-1,-1,Maghanap ng mga flight sa iba pang mga petsa
3103,en,flight_time_popup_search_research,Refresh search,2019-12-06 11:52:09.817,0,2020-03-14 00:09:06.550,b2e1f684-1d7e-41d6-8c5c-5dd494149cfa,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,I-refresh ang paghahanap
3104,en,departure_ticket_type,Outbound booking class,2019-12-06 11:52:59.013,0,2020-07-01 17:28:47.243,06edaf2c-f0ae-40ba-ad89-acdcfcd59ba9,-1,935a8f01-b666-4a24-83cb-2df1a0d9f049,Klase ng booking (pag-alis)
3105,en,arrival_ticket_type,Return booking class,2019-12-06 11:53:39.310,0,2020-07-01 17:29:08.897,0e72882a-a3eb-4cb0-92f7-eb1e77a7e891,-1,935a8f01-b666-4a24-83cb-2df1a0d9f049,Klase ng booking para sa pagbalik
3106,en,mobile_tool_filter,Filter,2019-12-06 11:54:24.437,0,,d5250350-8972-4a41-adb2-e5aa9dd136dc,-1,-1,Salain
3107,en,mobile_tool_flight_change,Change,2019-12-06 11:54:52.367,0,,0a862331-59bf-4f50-a45a-5d06b34dddd2,-1,-1,Baguhin
3108,en,info_sear_language_change,This process cannot be performed at this time.,2019-12-06 11:55:28.727,0,,5ae2ae79-62e5-48d3-b25e-630669ac3526,-1,-1,Hindi maaaring isagawa ang prosesong ito sa kasalukuyan.
3109,en,mobile_tool_order,Sort,2019-12-06 11:55:58.993,0,,bbfbaa0f-f77e-434e-80f1-0959ce3939d9,-1,-1,I-sort
3110,en,ticket_payment_title,Payment information,2019-12-06 11:56:21.033,0,2024-05-22 11:29:21.020,e7eb84cf-230d-4d9c-b9d7-f3676ca4a213,-1,-1,Impormasyon sa Pagbabayad
3111,en,login_label_area,Login,2019-12-06 11:56:49.973,0,,cfcb7989-4711-4776-baad-8ad30973de69,-1,-1,Mag-login
3112,en,ticket_payment_success,Approved,2019-12-06 11:57:15.913,0,,d794e64c-e7a6-46eb-ac01-f00aeba7c61c,-1,-1,Aprubado
3113,en,ticket_payment_error,Not approved,2019-12-06 11:58:03.677,0,2020-03-14 00:09:46.827,980b6940-97a7-478e-a798-14c76914e52a,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Hindi inaprubahan
3114,en,flight_landing_page_description,"Best deals on {cityOne} - {cityTwo}. Cheap flights from THY, Pegasus, Sunexpress and 540+ airlines are on martiGO.
",2019-12-06 11:58:44.717,0,2023-04-13 14:01:56.017,55e1e3c3-64bb-4f54-9e6c-27503b11bbf3,-1,16ac3327-cf2e-4728-9cab-f0504fd290c0,"Pinakamagandang alok para sa ruta {cityOne}–{cityTwo}. Murang flight mula sa THY, Pegasus, SunExpress at higit sa 540 na iba pang airline ang makikita sa martiGO."
3115,en,payment_first_pending_description,"Your payment is being checked, please wait...",2019-12-06 11:59:50.343,0,2020-03-14 00:10:55.980,913c872a-47e3-449b-83b1-67099512d20f,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Ang iyong pagbabayad ay kasalukuyang sinusuri. Mangyaring maghintay...
3116,en,flight_landing_page_title,Cheap Flights to {city One}> {city Two} - martiGO,2019-12-06 12:00:19.707,0,2020-03-14 00:11:12.933,0397c5a6-375e-4d39-b026-3961e0a50d11,-1,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Murang mga flight: {city One} > {city Two} - martiGO
3348,en,search_departure_flight_detail,Departure,2020-03-11 18:11:15.137,0,2024-09-27 11:51:40.933,9a75f030-06f3-42af-823a-7351cae0219e,14559dca-02b0-4708-8849-78ec823fbcc6,8e78aa62-5132-4e2f-9a18-eb3eaa9902a1,Pag-alis
3434,en,landing_page_city_oneway_title,Book cheap flights to {Dest1} | martiGO,2020-06-08 11:18:08.697,0,2021-01-13 16:30:50.813,ca26265d-34d1-451d-838f-a7588554133a,14559dca-02b0-4708-8849-78ec823fbcc6,935a8f01-b666-4a24-83cb-2df1a0d9f049,Mag-book ng mga murang flight papuntang {Dest1} | martiGO
3435,en,landing_page_city_oneway_description,Flights to {Dest1} ✈ Find cheap flights tickets to {Dest1} Compare airfares for {Dest1} flights ✈ Find the best deals and save money with martiGO,2020-06-08 11:18:22.197,0,2023-04-13 14:08:19.733,0038e127-5447-4f80-93ab-69b1e5d33b83,14559dca-02b0-4708-8849-78ec823fbcc6,16ac3327-cf2e-4728-9cab-f0504fd290c0,Mga flight papuntang {Dest1} ✈ Maghanap ng mga murang tiket patungong {Dest1} Ihambing ang mga pamasahe para sa mga flight papuntang {Dest1} ✈ Hanapin ang pinakamahusay na mga alok at makatipid sa martiGO
3436,en,landing_page_city_return_title,Cheap flights tickets from {Dest1} to {Dest2} | martiGO,2020-06-08 11:18:40.673,0,2021-01-13 16:37:09.810,b9a8ec63-4c16-48f0-9022-737940a7d5c6,14559dca-02b0-4708-8849-78ec823fbcc6,935a8f01-b666-4a24-83cb-2df1a0d9f049,Murang mga tiket ng flight mula sa {Dest1} papuntang {Dest2} | martiGO
3437,en,landing_page_city_return_description,Low-cost flight tickets from {Dest1} to {Dest2} ✈ Cheap flights! ✓ Travel experts with over 40 years experience!,2020-06-08 11:18:59.577,0,2021-07-12 22:18:23.267,54e94545-5ade-42f8-8ce0-f637d0b0111f,14559dca-02b0-4708-8849-78ec823fbcc6,dc01ef46-af8e-4952-8ad0-8d8d6e744aac,Murang tiket ng eroplano mula {Dest1} papuntang {Dest2} ✈ Abot-kayang mga flight! ✓ Mga eksperto sa paglalakbay na may higit sa 40 taong karanasan!
3706,en,second_label,Second,2021-06-14 11:07:02.543,0,,5dd1d062-0a44-4f16-8876-a93e0b5d6fba,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Pangalawa
3710,en,redirect_home_page_title,Are you sure you want to return to the homepage?,2022-03-08 14:39:44.923,0,,b999a600-1c67-47f9-bf10-5d7e7a3f7b28,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Sigurado ka bang nais mong bumalik sa homepage?
3715,en,search_box_equal_error_text,Departure and return same date,2022-03-24 17:13:29.647,0,2024-05-22 11:29:20.990,17fa1e52-a667-4dd3-965b-7facb7820f33,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Pag-alis at pagbalik sa parehong petsa
3719,en,SIX_BANCONTACT_Name,Bancontact,2021-08-26 13:17:33.483,0,2024-05-22 11:29:21.003,dcf194e5-1cec-4611-8c28-91c53ea0ab3e,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Bancontact
3720,en,SIX_BANCONTACT_Description,Pay with Bancontact,2021-08-26 13:17:41.273,0,2024-05-22 11:29:21.000,7230e330-7661-4420-8c0d-20db28ffb036,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Magbayad gamit ang Bancontact
3731,en,landing_page_weather_year,Year,2022-04-10 11:41:57.957,0,2024-05-22 11:29:20.963,35fdf85a-3fa9-4c0f-8798-e900e3b8400b,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Taon
3732,en,landing_page_weather_month,Month,2022-04-10 11:42:11.967,0,2024-05-22 11:29:20.963,c47e0f99-ae0f-447d-b5a8-6230695e5883,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Buwan
3738,en,add_discount_code,Add Promo Code,2022-04-21 10:33:39.683,0,2024-05-22 11:29:20.917,30fe7dcc-393d-4f8e-91e0-1df8b016bda6,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Magdagdag ng Promo Code
3746,en,landing_page_static_h1_label,Cheap Flights - Search and Compare Flights,2022-05-09 13:59:24.180,0,2022-05-09 14:39:50.357,454927d3-dd93-4c0a-a51d-8f64af7d84e1,14559dca-02b0-4708-8849-78ec823fbcc6,16ac3327-cf2e-4728-9cab-f0504fd290c0,Murang mga flight — Maghanap at ihambing ang mga flight
3753,en,SPR_MASTER_Name,Mastercard,2022-06-21 16:37:53.367,0,,53b51893-beed-4460-b839-ef3347b126f3,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Mastercard
3754,en,SPR_MASTER_Description,Pay with Mastercard,2022-06-21 16:38:47.350,0,,21e435a9-b647-4657-bdcd-ea43aa275288,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Magbayad gamit ang Mastercard
3755,en,SPR_VISA_Name,Visa,2022-06-21 16:38:53.977,0,,2e2af231-c2be-4c0f-93b8-a3b550c2d5a3,14559dca-02b0-4708-8849-78ec823fbcc6,-1,Bisa
3756,en,SPR_VISA_Description,Pay with Visa,2022-06-21 16:39:03.257,0,,d377208c-e774-4a26-a172-777d6d984164,14559dca-02b0-4708-8849-78ec823fbcc6,-1,
3773,en,login_or_sign_up_meta_titel,martiGO Login or Register,2022-08-31 12:22:49.083,0,,a71aca9e-7bea-4b6a-b920-048dc3587161,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,martiGO Mag-log in o Magparehistro
3774,en,login_or_sign_up _description,"Log in to martiGO or create a new membership, be the first to know about discounted air ticket offers from campaigns!",2022-08-31 12:23:02.643,0,2023-04-13 14:02:03.303,6cd3a1a6-05dc-490d-b311-a6fe174422e3,16ac3327-cf2e-4728-9cab-f0504fd290c0,16ac3327-cf2e-4728-9cab-f0504fd290c0,Mag-log in sa martiGO o lumikha ng bagong membership — maging una na makaalam ng mga diskwentong alok ng tiket sa eroplano mula sa mga kampanya!
3779,en,password_change_label_meta_titel,Change or reset your martiGO password,2022-08-31 12:27:33.387,0,,39b24e45-2c07-410d-b4ee-60597569bdcf,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Baguhin o i-reset ang iyong martiGO password
3780,en,password_change_label_description,You can quickly edit your forgotten passwords and log in again with your email information.,2022-08-31 12:27:44.977,0,,c861e54c-29d1-4eaf-b39a-f8cd7443db6f,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Maaari mong mabilis na i-reset ang iyong mga nakalimutang password at mag-log in muli gamit ang iyong email.
3785,en,register_label_meta_titel,martiGO Registration,2022-08-31 12:35:07.630,0,,72805b1f-88f1-4449-a442-3c4104cbfa08,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Pagpaparehistro sa martiGO
3786,en,register_label_description,"Join martiGO. Take advantage of special flight ticket coupons, discounts and other benefits.",2022-08-31 12:35:39.703,0,2023-04-13 14:02:10.100,d843532c-818e-4c1e-afbc-fe74f23e1598,16ac3327-cf2e-4728-9cab-f0504fd290c0,16ac3327-cf2e-4728-9cab-f0504fd290c0,"Sumali sa martiGO. Samantalahin ang mga espesyal na kupon para sa mga tiket sa flight, mga diskwento, at iba pang benepisyo."
3788,en,landing_page_static_country_h1_label,"Flights to countries
",2022-05-09 11:37:46.387,0,,bb424bed-3600-47f6-b35a-82deb3aee12c,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga flight papunta sa mga bansa
3790,en,landing_page_static_trcity_h1_label,Flights to Turkish cities,2022-05-09 11:40:58.657,0,,391c6666-7ea6-447d-9e2f-b606e4f636ac,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga flight papunta sa mga lungsod ng Turkey
3792,en,landing_page_static_eucity_h1_label,Flights to european cities,2022-05-09 11:42:27.237,0,,19d56949-cb5e-4f5a-b05c-47277fc6fe66,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga flight papuntang mga lungsod sa Europa.
3794,en,landing_page_static_airline_h1_label,Airline Companies ,2022-05-09 12:10:40.260,0,,e9ac0fa6-5f66-4749-a81e-c7d366023e3f,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga Kumpanyang Airline
3796,en,landing_page_static_airport_h1_label,All airports,2022-05-09 12:12:37.323,0,,7d566a47-67f7-4e02-9fcf-604ce402eb5a,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Lahat ng paliparan
3798,en,landing_page_continent_searchbox_title,Flights to {dest1},2022-03-11 14:51:49.697,0,,9cdf144d-e2d6-4c20-b564-8f5e59d6a7e8,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga flight patungong {dest1}
3801,en,landing_page_flight_city_dynamicfaq_title_one,"FAQs - booking {dest1} flights
",2022-03-09 03:25:15.990,0,,c98a2602-0488-4836-abcb-c7561bd345e2,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga Madalas Itanong - Pag-book ng mga flight patungong {dest1}
3804,en,landing_page_flight_airline_citylist_title_two,-,2022-03-09 03:51:29.270,0,,6b3e46ed-a3cf-48fa-ab13-abcf66be594d,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,
3806,en,landing_page_alternate_city_item,Flights to {dest1},2022-03-09 03:52:42.483,0,,56cc88d4-b8c4-476e-837a-aeda5e7c9dd4,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga flight papuntang {dest1}
3809,en,landing_page_flight_city_parkurlist_title_one,"Flights  to  {dest1}  - Alternative flight connections 
",2022-03-09 04:02:21.123,0,,29acc38d-2430-4b11-a0b1-af3b758f7ca7,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga flight papuntang {dest1} - Mga alternatibong koneksyon ng flight
3812,en,landing_page_flight_city_parkurlist_title_two,"Flights  to  {dest2}  - Alternative flight connections 
",2022-03-09 04:06:34.233,0,,78a7baa5-04f4-4e97-9c76-c155493e62e5,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga flight papuntang {dest2} - Mga alternatibong koneksyon ng flight
3815,en,landing_page_flight_country_parkurlist_title_two,"Flights  to  {dest2}  - Alternative flight connections 
",2022-03-09 04:08:00.573,0,,3d3e90eb-9139-4b86-b992-f06ba39b5c1f,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Mga flight papuntang {dest2} - Mga alternatibong koneksyon ng flight
3817,en,less_label_text,"Show fewer
",2022-03-09 04:08:54.900,0,,51a9b2ae-bbf6-4e98-95cc-6e463cb723d2,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Ipakita nang mas kaunti
3819,en,more_label_text,Show More,2022-03-09 04:10:20.297,0,,9723e43c-5dea-42ae-9e69-5af83c0ef112,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,Ipakita pa
3820,en,landing_page_flight_country_alternate_search_title_one,-,2022-03-09 04:26:22.050,0,,408bdb6f-7bdc-4941-9a65-ec28c7d04740,16ac3327-cf2e-4728-9cab-f0504fd290c0,-1,
